imbalance_threshold,relative_imbalance_threshold,max_position_imbalance,trade_size,imbalance_persistence_seconds,time_remaining_threshold,pnl,roi,pair_cost,matched_pairs,total_trades,position_imbalance,capitol_remaining
-0.5000000000000001,0.8000000000000003,0.2,25,4,90,6.0890885842947,0.60890885842947,0.9866628123459436,829.4197452802784,87,0.21262107237069372,0.4193212999998801
