datetime_utc,up_best_ask_price,up_best_ask_size,up_top3_ask_size,up_top5_ask_size,up_top10_ask_size,up_total_ask_size,up_ask_levels,up_ask_size_std,up_ask_max_single_size,up_best_bid_price,up_best_bid_size,up_top3_bid_size,up_top5_bid_size,up_top10_bid_size,up_total_bid_size,up_bid_levels,up_bid_size_std,up_bid_max_single_size,down_best_ask_price,down_best_ask_size,down_top3_ask_size,down_top5_ask_size,down_top10_ask_size,down_total_ask_size,down_ask_levels,down_ask_size_std,down_ask_max_single_size,down_best_bid_price,down_best_bid_size,down_top3_bid_size,down_top5_bid_size,down_top10_bid_size,down_total_bid_size,down_bid_levels,down_bid_size_std,down_bid_max_single_size,up_ask_vwap,up_bid_vwap,down_ask_vwap,down_bid_vwap,up_spread,down_spread,up_mid,down_mid,up_spread_pct,down_spread_pct,up_tob_imbalance,down_tob_imbalance,up_top5_imbalance,down_top5_imbalance,up_book_imbalance,down_book_imbalance,up_weighted_mid,down_weighted_mid,up_bid_tob_concentration,up_ask_tob_concentration,down_bid_tob_concentration,down_ask_tob_concentration,overround,spread_differential,tob_imbalance_differential,book_imbalance_differential,up_mid_skew,down_mid_skew
2026-02-16T07:15:00.322526+0000,0.47,204.24,803.06,2045.9,2724.08,53303.08,43,4443.676997316569,27868.14,0.46,8.0,272.1,480.1,845.85,51102.42,39,4684.209259017014,27971.53,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,0.9373042327009996,0.04232571569017671,NaN,NaN,0.009999999999999953,,0.46499999999999997,,0.021505376344085923,,-0.9246136449302677,,-0.6198733174980207,NaN,-0.021078008342472414,NaN,0.46037693177534866,,0.00015654835915794203,0.0038316735168024063,,,,,,NaN,-0.0046230682246513055,
2026-02-16T07:15:00.323540+0000,0.47,204.24,803.06,2045.9,2724.08,53303.08,43,4443.676997316569,27868.14,0.46,8.0,272.1,480.1,845.85,51102.42,39,4684.209259017014,27971.53,0.54,8.0,272.1,480.1,845.85,51102.42,39,4684.209259017014,27971.53,0.53,204.24,803.06,2045.9,2724.08,53303.08,43,4443.676997316569,27868.14,0.9373042327009996,0.04232571569017671,0.9576742843098234,0.06269576729900035,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.9246136449302677,0.9246136449302677,-0.6198733174980207,0.6198733174980207,-0.021078008342472414,0.021078008342472414,0.46037693177534866,0.5396230682246513,0.00015654835915794203,0.0038316735168024063,0.0038316735168024063,0.00015654835915794203,0.0,-5.551115123125783e-17,-1.8492272898605353,-0.04215601668494483,-0.0046230682246513055,0.0046230682246513055
2026-02-16T07:15:00.551270+0000,0.47,209.9,814.48,2052.3199999999997,2743.5,53432.5,43,4445.452820137847,27868.14,0.45,150.1,340.1,587.01,1331.85,51948.22,38,4746.734453326564,28021.53,0.54,8.0,272.1,480.1,845.85,51102.42,39,4684.209259017014,27971.53,0.53,204.24,803.06,2045.9,2724.08,53303.08,43,4443.676997316569,27868.14,0.9369076404809806,0.042641805628758786,0.9576742843098234,0.06269576729900035,0.019999999999999962,0.010000000000000009,0.45999999999999996,0.535,0.04347826086956514,0.018691588785046745,-0.16611111111111115,0.9246136449302677,-0.5551825652722471,0.6198733174980207,-0.014084929387462895,0.021078008342472414,0.4583388888888889,0.5396230682246513,0.0028894156527403633,0.00392832077855238,0.0038316735168024063,0.00015654835915794203,-0.0050000000000000044,0.009999999999999953,-1.0907247560413789,-0.03516293772993531,-0.0016611111111110577,0.0046230682246513055
2026-02-16T07:15:00.552091+0000,0.47,209.9,814.48,2052.3199999999997,2743.5,53432.5,43,4445.452820137847,27868.14,0.45,150.1,340.1,587.01,1331.85,51948.22,38,4746.734453326564,28021.53,0.55,150.1,340.1,587.01,1331.85,51948.22,38,4746.734453326564,28021.53,0.53,209.9,814.48,2052.3199999999997,2743.5,53432.5,43,4445.452820137847,27868.14,0.9369076404809806,0.042641805628758786,0.957358194371241,0.06309235951901933,0.019999999999999962,0.020000000000000018,0.45999999999999996,0.54,0.04347826086956514,0.03703703703703707,-0.16611111111111115,0.16611111111111115,-0.5551825652722471,0.5551825652722471,-0.014084929387462895,0.014084929387462895,0.4583388888888889,0.541661111111111,0.0028894156527403633,0.00392832077855238,0.00392832077855238,0.0028894156527403633,0.0,-5.551115123125783e-17,-0.3322222222222223,-0.02816985877492579,-0.0016611111111110577,0.0016611111111110022
2026-02-16T07:15:00.974675+0000,0.47,280.17,900.51,2148.35,2774.5299999999997,55909.83,53,4032.9728031359514,27965.14,0.46,151.0,385.1,618.1,1267.35,54309.72,46,4356.883185929785,28068.53,0.55,150.1,340.1,587.01,1331.85,51948.22,38,4746.734453326564,28021.53,0.53,209.9,814.48,2052.3199999999997,2743.5,53432.5,43,4445.452820137847,27868.14,0.9321735515919114,0.04907705103248554,0.957358194371241,0.06309235951901933,0.009999999999999953,0.020000000000000018,0.46499999999999997,0.54,0.021505376344085923,0.03703703703703707,-0.2995802119813531,0.16611111111111115,-0.5531457282799256,0.5551825652722471,-0.014517478977186901,0.014084929387462895,0.46350209894009325,0.541661111111111,0.0027803494475758667,0.005011104487350436,0.00392832077855238,0.0028894156527403633,0.004999999999999893,-0.010000000000000064,-0.46569132309246425,-0.028602408364649796,-0.0014979010599067144,0.0016611111111110022
2026-02-16T07:15:00.975797+0000,0.47,280.17,900.51,2148.35,2774.5299999999997,55909.83,53,4032.9728031359514,27965.14,0.46,151.0,385.1,618.1,1267.35,54309.72,46,4356.883185929785,28068.53,0.54,151.0,385.1,618.1,1267.35,54309.72,46,4356.883185929785,28068.53,0.53,280.17,900.51,2148.35,2774.5299999999997,55909.83,53,4032.9728031359514,27965.14,0.9321735515919114,0.04907705103248554,0.9509229489675145,0.06782644840808852,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.2995802119813531,0.2995802119813531,-0.5531457282799256,0.5531457282799256,-0.014517478977186901,0.014517478977186901,0.46350209894009325,0.5364979010599068,0.0027803494475758667,0.005011104487350436,0.005011104487350436,0.0027803494475758667,0.0,-5.551115123125783e-17,-0.5991604239627062,-0.029034957954373802,-0.0014979010599067144,0.00149790105990677
2026-02-16T07:15:01.245654+0000,0.47,480.17,1128.43,2454.27,3897.45,58130.75,53,4038.8044269536686,27965.14,0.46,204.0,823.1,1358.1,2107.35,55739.72,46,4357.145773085286,28118.53,0.54,151.0,385.1,618.1,1267.35,54309.72,46,4356.883185929785,28068.53,0.53,280.17,900.51,2148.35,2774.5299999999997,55909.83,53,4032.9728031359514,27965.14,0.9223678758660433,0.05634457618373397,0.9509229489675145,0.06782644840808852,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.4036569858368534,0.2995802119813531,-0.28752980429496616,0.5531457282799256,-0.020997805664629283,0.014517478977186901,0.46298171507081565,0.5364979010599068,0.0036598676850188696,0.008260172112006125,0.005011104487350436,0.0027803494475758667,0.0,-5.551115123125783e-17,-0.7032371978182065,-0.035515284641816185,-0.002018284929184322,0.00149790105990677
2026-02-16T07:15:01.246719+0000,0.47,480.17,1128.43,2454.27,3897.45,58130.75,53,4038.8044269536686,27965.14,0.46,204.0,823.1,1358.1,2107.35,55739.72,46,4357.145773085286,28118.53,0.54,204.0,823.1,1358.1,2107.35,55739.72,46,4357.145773085286,28118.53,0.53,480.17,1128.43,2454.27,3897.45,58130.75,53,4038.8044269536686,27965.14,0.9223678758660433,0.05634457618373397,0.943655423816266,0.07763212413395663,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.4036569858368534,0.4036569858368534,-0.28752980429496616,0.28752980429496616,-0.020997805664629283,0.020997805664629283,0.46298171507081565,0.5370182849291842,0.0036598676850188696,0.008260172112006125,0.008260172112006125,0.0036598676850188696,0.0,-5.551115123125783e-17,-0.8073139716737068,-0.04199561132925857,-0.002018284929184322,0.002018284929184211
2026-02-16T07:15:01.264430+0000,0.47,486.17,1124.43,2450.27,3893.45,58281.75,53,4045.2690967719454,27965.14,0.46,163.25,798.35,1333.35,2082.6,55714.97,46,4357.28461617949,28118.53,0.54,204.0,823.1,1358.1,2107.35,55739.72,46,4357.145773085286,28118.53,0.53,480.17,1128.43,2454.27,3897.45,58130.75,53,4038.8044269536686,27965.14,0.9225487635494816,0.056160595617299976,0.943655423816266,0.07763212413395663,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.4972436943734409,0.4036569858368534,-0.29519877788995724,0.28752980429496616,-0.022516261871394185,0.020997805664629283,0.4625137815281328,0.5370182849291842,0.0029300922175853274,0.008341719320370443,0.008260172112006125,0.0036598676850188696,0.0,-5.551115123125783e-17,-0.9009006802102943,-0.043514067536023465,-0.0024862184718671965,0.002018284929184211
2026-02-16T07:15:01.265796+0000,0.47,486.17,1124.43,2450.27,3893.45,58281.75,53,4045.2690967719454,27965.14,0.46,163.25,798.35,1333.35,2082.6,55714.97,46,4357.28461617949,28118.53,0.54,163.25,798.35,1333.35,2082.6,55714.97,46,4357.28461617949,28118.53,0.53,486.17,1124.43,2450.27,3893.45,58281.75,53,4045.2690967719454,27965.14,0.9225487635494816,0.056160595617299976,0.9438394043827,0.07745123645051837,0.009999999999999953,0.010000000000000009,0.46499999999999997,0.535,0.021505376344085923,0.018691588785046745,-0.4972436943734409,0.4972436943734409,-0.29519877788995724,0.29519877788995724,-0.022516261871394185,0.022516261871394185,0.4625137815281328,0.5374862184718672,0.0029300922175853274,0.008341719320370443,0.008341719320370443,0.0029300922175853274,0.0,-5.551115123125783e-17,-0.9944873887468818,-0.04503252374278837,-0.0024862184718671965,0.002486218471867141
