datetime_utc,up_best_ask_price,up_best_ask_size,up_top3_ask_size,up_top5_ask_size,up_top10_ask_size,up_total_ask_size,up_ask_levels,up_ask_size_std,up_ask_max_single_size,up_best_bid_price,up_best_bid_size,up_top3_bid_size,up_top5_bid_size,up_top10_bid_size,up_total_bid_size,up_bid_levels,up_bid_size_std,up_bid_max_single_size,down_best_ask_price,down_best_ask_size,down_top3_ask_size,down_top5_ask_size,down_top10_ask_size,down_total_ask_size,down_ask_levels,down_ask_size_std,down_ask_max_single_size,down_best_bid_price,down_best_bid_size,down_top3_bid_size,down_top5_bid_size,down_top10_bid_size,down_total_bid_size,down_bid_levels,down_bid_size_std,down_bid_max_single_size,up_ask_vwap,up_bid_vwap,down_ask_vwap,down_bid_vwap,up_spread,down_spread,up_mid,down_mid,up_spread_pct,down_spread_pct,up_tob_imbalance,down_tob_imbalance,up_top5_imbalance,down_top5_imbalance,up_book_imbalance,down_book_imbalance,up_weighted_mid,down_weighted_mid,up_bid_tob_concentration,up_ask_tob_concentration,down_bid_tob_concentration,down_ask_tob_concentration,overround,spread_differential,tob_imbalance_differential,book_imbalance_differential,up_mid_skew,down_mid_skew
2026-02-16T10:45:00.278954+0000,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,NaN,NaN,NaN,NaN,,,,,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,,
2026-02-16T10:45:00.279540+0000,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,NaN,NaN,NaN,NaN,,,,,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,,
2026-02-16T10:45:00.280443+0000,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,NaN,NaN,NaN,NaN,,,,,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,,
2026-02-16T10:45:00.280971+0000,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,NaN,NaN,NaN,NaN,,,,,,,,,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,,
2026-02-16T10:45:00.371157+0000,0.58,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.57,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,,,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0,,,0.9621982707930774,0.10084825446654234,NaN,NaN,0.010000000000000009,,0.575,,0.017391304347826105,,0.9638978887029588,,0.8379268120680592,NaN,0.07041928555157648,NaN,0.5798194894435147,,0.04579962018531078,0.0009694879019574286,,,,,,NaN,0.004819489443514735,
2026-02-16T10:45:00.373193+0000,0.58,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.57,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.43,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.42,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.9621982707930774,0.10084825446654234,0.8991517455334578,0.03780172920692256,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9638978887029588,-0.9638978887029588,0.8379268120680592,-0.8379268120680592,0.07041928555157648,-0.07041928555157648,0.5798194894435147,0.4201805105564852,0.04579962018531078,0.0009694879019574286,0.0009694879019574286,0.04579962018531078,0.0,0.0,1.9277957774059176,0.14083857110315295,0.004819489443514735,-0.004819489443514791
2026-02-16T10:45:00.374536+0000,0.58,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.57,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.43,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.42,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.9621982707930774,0.10084825446654234,0.8991517455334578,0.03780172920692256,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9638978887029588,-0.9638978887029588,0.8379268120680592,-0.8379268120680592,0.07041928555157648,-0.07041928555157648,0.5798194894435147,0.4201805105564852,0.04579962018531078,0.0009694879019574286,0.0009694879019574286,0.04579962018531078,0.0,0.0,1.9277957774059176,0.14083857110315295,0.004819489443514735,-0.004819489443514791
2026-02-16T10:45:00.375644+0000,0.58,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.57,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.43,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.42,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.9621982707930774,0.10084825446654234,0.8991517455334578,0.03780172920692256,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9638978887029588,-0.9638978887029588,0.8379268120680592,-0.8379268120680592,0.07041928555157648,-0.07041928555157648,0.5798194894435147,0.4201805105564852,0.04579962018531078,0.0009694879019574286,0.0009694879019574286,0.04579962018531078,0.0,0.0,1.9277957774059176,0.14083857110315295,0.004819489443514735,-0.004819489443514791
2026-02-16T10:45:00.409397+0000,0.58,35.7,385.77,420.60999999999996,1268.05,52110.65,35,5085.545127749645,28930.79,0.57,2751.75,2860.56,5727.42,6890.37,59852.59,44,4563.899503653374,29050.97,0.43,2758.0,2866.81,5733.67,6951.62,60218.84,45,4507.28015946432,29000.97,0.42,50.7,465.77,505.61,1453.05,52295.65,35,5084.352525744259,28930.79,0.9634054459117282,0.09857722781921383,0.8991517455334578,0.03780172920692256,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9743851907657538,-0.9638978887029588,0.8631724308437012,-0.8379268120680592,0.06914715937123644,-0.07041928555157648,0.5798719259538287,0.4201805105564852,0.045975454027971055,0.0006850806888802961,0.0009694879019574286,0.04579962018531078,0.0,0.0,1.9382830794687127,0.13956644492281292,0.004871925953828793,-0.004819489443514791
2026-02-16T10:45:00.410883+0000,0.58,35.7,385.77,420.60999999999996,1268.05,52110.65,35,5085.545127749645,28930.79,0.57,2751.75,2860.56,5727.42,6890.37,59852.59,44,4563.899503653374,29050.97,0.43,2751.75,2860.56,5727.42,6890.37,59852.59,44,4563.899503653374,29050.97,0.42,35.7,385.77,420.60999999999996,1268.05,52110.65,35,5085.545127749645,28930.79,0.9634054459117282,0.09857722781921383,0.9014227721807864,0.03659455408827179,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9743851907657538,-0.9743851907657538,0.8631724308437012,-0.8631724308437012,0.06914715937123644,-0.06914715937123644,0.5798719259538287,0.42012807404617125,0.045975454027971055,0.0006850806888802961,0.0006850806888802961,0.045975454027971055,0.0,0.0,1.9487703815315076,0.1382943187424729,0.004871925953828793,-0.004871925953828737
2026-02-16T10:45:00.569770+0000,0.58,40.7,390.77,425.60999999999996,1273.05,52115.65,35,5085.503176288657,28930.79,0.57,2749.19,2863.25,5690.11,6847.0599999999995,59809.28,44,4563.874298267571,29050.97,0.43,2751.75,2860.56,5727.42,6890.37,59852.59,44,4563.899503653374,29050.97,0.42,35.7,385.77,420.60999999999996,1268.05,52110.65,35,5085.545127749645,28930.79,0.9633686618127185,0.09827815516254333,0.9014227721807864,0.03659455408827179,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9708232224209558,-0.9743851907657538,0.8608144257748884,-0.8631724308437012,0.06873919867539785,-0.06914715937123644,0.5798541161121048,0.42012807404617125,0.045965943746522284,0.000780955432773073,0.0006850806888802961,0.045975454027971055,0.0,0.0,1.9452084131867096,0.1378863580466343,0.004854116112104845,-0.004871925953828737
2026-02-16T10:45:00.571264+0000,0.58,40.7,390.77,425.60999999999996,1273.05,52115.65,35,5085.503176288657,28930.79,0.57,2749.19,2863.25,5690.11,6847.0599999999995,59809.28,44,4563.874298267571,29050.97,0.43,2749.19,2863.25,5690.11,6847.0599999999995,59809.28,44,4563.874298267571,29050.97,0.42,40.7,390.77,425.60999999999996,1273.05,52115.65,35,5085.503176288657,28930.79,0.9633686618127185,0.09827815516254333,0.9017218448374568,0.03663133818728156,0.010000000000000009,0.010000000000000009,0.575,0.425,0.017391304347826105,0.023529411764705903,0.9708232224209558,-0.9708232224209558,0.8608144257748884,-0.8608144257748884,0.06873919867539785,-0.06873919867539785,0.5798541161121048,0.4201458838878952,0.045965943746522284,0.000780955432773073,0.000780955432773073,0.045965943746522284,0.0,0.0,1.9416464448419115,0.1374783973507957,0.004854116112104845,-0.004854116112104789
